Ticker,Company,MS,MBI,MB,CNN,BS
AABA,Altaba Inc,False,True,True,True,False
AACG,ATA Creativity Global,False,True,False,True,False
AAPJ,AAP Inc,False,True,False,True,False
ABCD,Cambium Learning Group Inc,False,True,True,False,False
ABDC,Alcentra Capital Corp,False,True,True,False,False
ABIO,ARCA biopharma Inc,False,True,True,True,False
ABMC,American Bio Medica Corp,False,True,True,True,False
ACAM,Acamar Partners Acquisition Corp,False,True,False,True,False
ACAMU,,False,True,True,True,False
ACFN,Acorn Energy Inc,False,True,True,True,False
ACGLO,,False,True,False,True,False
ACGLP,,False,True,False,True,False
ACMR,ACM Research Inc,False,True,True,True,False
ACSF,American Capital Senior Floating Ltd,False,True,True,False,False
ACTT,Act II Global Acquisition Corp,False,True,True,True,False
ACTTU,,False,True,True,True,False
ADIL,Adial Pharmaceuticals Inc,False,True,True,True,False
ADLS,Advanced Life Sciences Holdings Inc,False,True,False,False,False
ADOM,ADOMANI Inc,False,True,True,True,False
ADPT,Adaptive Biotechnologies Corp,False,True,True,True,False
ADPXY,Audio Pixels Holdings Ltd,False,True,False,True,False
ADYX,Adynxx Inc,False,True,False,True,False
AEH,,False,True,False,False,False
AERI,Aerie Pharmaceuticals Inc,False,True,True,True,False
AESE,Allied Esports Entertainment Inc,False,True,True,True,False
AET,Aetna Inc,False,True,True,False,False
AEYE,AudioEye Inc,False,True,True,True,False
AFCB,Athens Bancshares Corp,False,True,True,True,False
AFFY,Affymax Inc,False,True,True,True,False
AFIN,American Finance Trust Inc,False,True,True,True,False
AFINP,,False,True,False,True,False
AGBA,AGBA Acquisition Ltd,False,True,False,True,False
AGBAU,,False,True,True,True,False
AGE,AgeX Therapeutics Inc,False,True,True,True,False
AGMH,AGM Group Holdings Inc,False,True,True,True,False
AGNCB,,False,True,False,False,False
AGNCM,,False,True,False,True,False
AGNCN,,False,True,False,True,False
AGNCO,,False,True,False,True,False
AGRX,Agile Therapeutics Inc,False,True,True,True,False
AHCO,AdaptHealth Corp,False,True,True,True,False
AIH,Aesthetic Medical International Holdings Group Ltd,False,True,True,True,False
AIKI,AIkido Pharma Inc,False,True,False,True,False
AIM,AIM ImmunoTech Inc,False,True,,True,False
AIMT,Aimmune Therapeutics Inc,False,True,True,True,False
AINV,Apollo Investment Corp,False,True,True,True,False
AIRM,Air Methods Corp,False,True,True,False,False
AKCA,Akcea Therapeutics Inc,False,True,True,True,False
AKRO,Akero Therapeutics Inc,False,True,True,True,False
AKTS,Akoustis Technologies Inc,False,True,True,True,False
ALAC,Alberton Acquisition Corp,False,True,False,True,False
ALACU,,False,True,True,True,False
ALCO,Alico Inc,False,True,True,True,False
ALDX,Aldeyra Therapeutics Inc,False,True,True,True,False
ALEC,Alector Inc,False,True,True,True,False
ALGR,Allegro Merger Corp,False,True,False,False,False
ALGRU,,False,True,True,False,False
ALIF,Artificial Life Inc,False,True,False,True,False
ALLK,Allakos Inc,False,True,True,True,False
ALLO,Allogene Therapeutics Inc,False,True,True,True,False
ALNA,Allena Pharmaceuticals Inc,False,True,True,True,False
ALPN,Alpine Immune Sciences Inc,False,True,True,True,False
ALR,Alere Inc,False,True,True,False,False
ALRN,Aileron Therapeutics Inc,False,True,True,True,False
ALRS,Alerus Financial Corp,False,True,True,True,False
ALTM,Altus Midstream Co,False,True,True,True,False
ALYA,Alithya Group Inc,False,True,True,True,False
AMAL,Amalgamated Bank,False,True,True,True,False
AMCI,AMCI Acquisition Corp,False,True,True,True,False
AMCIU,,False,True,True,True,False
AMEH,Apollo Medical Holdings Inc,False,True,True,True,False
AMFW,Amec Foster Wheeler PLC,False,True,True,False,False
AMHC,Amplitude Healthcare Acquisition Corp,False,True,False,True,False
AMHCU,,False,True,True,True,False
AMTB,Amerant Bancorp Inc,False,True,True,True,False
AMTBB,Amerant Bancorp Inc,False,True,False,True,False
ANAB,AnaptysBio Inc,False,True,True,True,False
ANCN,Anchiano Therapeutics Ltd,False,True,True,True,False
ANCX,Access National Corp,False,True,True,False,False
ANDA,Andina Acquisition Corp III,False,True,True,True,False
ANDAU,,False,True,True,True,False
ANDX,Andeavor Logistics LP,False,True,True,False,False
ANIX,Anixa Biosciences Inc,False,True,True,True,False
ANPC,AnPac Bio-Medical Science Co Ltd,False,True,True,True,False
ANVS,ANV Security Group Inc,False,True,True,True,False
ANVS,Annovis Bio Inc,False,True,True,True,False
AOBC,American Outdoor Brands Corp,False,True,True,True,False
APLS,Apellis Pharmaceuticals Inc,False,True,True,True,False
APLT,Applied Therapeutics Inc,False,True,True,True,False
APM,Aptorum Group Ltd,False,True,True,True,False
APPN,Appian Corp,False,True,True,True,False
APRE,Aprea Therapeutics Inc,False,True,True,True,False
APTI,Apptio Inc,False,True,True,False,False
APTX,Aptinyx Inc,False,True,True,True,False
APXT,Apex Technology Acquisition Corp,False,True,False,True,False
APXTU,,False,True,True,True,False
APYX,Apyx Medical Corp,False,True,True,True,False
AQB,AquaBounty Technologies Inc,False,True,True,True,False
AQSP,Acquired Sales Corp,False,True,True,True,False
AQST,Aquestive Therapeutics Inc,False,True,True,True,False
ARAV,Aravive Inc,False,True,True,True,False
ARCT,Arcturus Therapeutics Holdings Inc,False,True,True,True,False
ARDS,Aridis Pharmaceuticals Inc,False,True,True,True,False
AREC,American Resources Corp,False,True,True,True,False
ARET,Arete Industries Inc,False,True,False,True,False
ARHN,Archon Corp,False,True,False,True,False
ARMO,ARMO BioSciences Inc,False,True,True,False,False
ARMP,Armata Pharmaceuticals Inc,False,True,True,True,False
ARPO,Aerpio Pharmaceuticals Inc,False,True,True,True,False
ARQT,Arcutis Biotherapeutics Inc,False,True,True,True,False
ARTL,Artelo Biosciences Inc,False,True,True,True,False
ARVN,Arvinas Inc,False,True,True,True,False
ARYA,ARYA Sciences Acquisition Corp,False,True,False,True,False
ARYAU,,False,True,True,True,False
ASA,,False,True,True,True,False
ASMIY,ASM International NV,False,True,True,True,False
ASPU,Aspen Group Inc,False,True,True,True,False
ASRT,Assertio Therapeutics Inc,False,True,True,True,False
ASV,ASV Holdings Inc,False,True,True,True,False
ATAC,Atlantic Acquisition Corp,False,True,False,False,False
ATCLY,Atlantic Carbon Group PLC,False,True,False,False,False
ATCX,Atlas Technical Consultants Inc,False,True,True,True,False
ATEA,Astea International Inc,False,True,True,True,False
ATHE,Alterity Therapeutics Ltd,False,True,False,True,False
ATIF,ATIF Holdings Ltd,False,True,True,True,False
ATIS,Attis Industries Inc,False,True,False,False,False
ATNM,Actinium Pharmaceuticals Inc,False,True,True,True,False
ATNX,Athenex Inc,False,True,True,True,False
ATRA,Atara Biotherapeutics Inc,False,True,True,True,False
ATRM,ATRM Holdings Inc,False,True,True,False,False
ATTU,Attunity Ltd,False,True,True,False,False
ATXDY,Austex Oil Ltd,False,True,False,False,False
ATXI,Avenue Therapeutics Inc,False,True,True,True,False
AUB,Atlantic Union Bankshares Corp,False,True,True,True,False
AUTO,AutoWeb Inc,False,True,True,True,False
AVCO,Avalon Globocare Corp,False,True,True,True,False
AVCT,American Virtual Cloud Technologies Inc,False,True,True,True,False
AVDR,Avedro Inc,False,True,True,False,False
AVGOP,,False,True,False,True,False
AVRO,Avrobio Inc,False,True,True,True,False
AWSM,Cool Holdings Inc,False,True,True,True,False
AXAR,Axar Acquisition Corp,False,True,False,False,False
AXGT,Axovant Gene Therapies Ltd,False,True,True,True,False
AXLA,Axcella Health Inc,False,True,True,True,False
AXNX,Axonics Modulation Technologies Inc,False,True,True,True,False
AXSM,Axsome Therapeutics Inc,False,True,True,True,False
AYTU,Aytu BioScience Inc,False,True,True,True,False
AZIHY,Azimut Holding SPA,False,True,False,True,False
AZRX,AzurRx BioPharma Inc,False,True,True,True,False
BAND,Bandwidth Inc,False,True,True,True,False
BANX,,False,True,True,True,False
BATL,Battalion Oil Corp,False,True,False,True,False
BATRA,Liberty Braves Group,False,True,True,True,False
BATRK,Liberty Braves Group,False,True,True,True,False
BBCP,Concrete Pumping Holdings Inc,False,True,True,True,False
BBI,Brickell Biotech Inc,False,True,True,True,False
BBIO,BridgeBio Pharma Inc,False,True,True,True,False
BBQ,BBQ Holdings Inc,False,True,True,True,False
BCDA,BioCardia Inc,False,True,True,True,False
BCEL,Atreca Inc,False,True,True,True,False
BCKIY,Babcock International Group PLC,False,True,True,True,False
BCLI,Brainstorm Cell Therapeutics Inc,False,True,True,True,False
BCML,BayCom Corp,False,True,True,True,False
BCOW,1895 Bancorp of Wisconsin Inc,False,True,True,True,False
BCYC,Bicycle Therapeutics PLC,False,True,True,True,False
BDCO,Blue Dolphin Energy Co,False,True,True,True,False
BDMS,Birner Dental Management Services Inc,False,True,True,True,False
BDTX,Black Diamond Therapeutics Inc,False,True,True,True,False
BEAM,Beam Therapeutics Inc,False,True,True,True,False
BEBE,bebe stores Inc,False,True,True,True,False
BERK,Berkshire Bancorp Inc,False,True,True,True,False
BFC,Bank First Corp,False,True,True,True,False
BFST,Business First Bancshares Inc,False,True,True,True,False
BFYT,Benefytt Technologies Inc,False,True,True,True,False
BGMD,BG Medicine Inc,False,True,True,True,False
BHAC,Barington/Hilco Acquisition Corp,False,True,True,False,False
BHAT,Blue Hat Interactive Entertainment Technology,False,True,True,True,False
BHFAP,,False,True,False,True,False
BHTG,BioHiTech Global Inc,False,True,True,True,False
BIOX,Bioceres Crop Solutions Corp,False,True,True,True,False
BIVV,Bioverativ Inc,False,True,True,False,False
BKAYY,Bank Of Ayudhya PCL,False,True,False,True,False
BKCC,BlackRock Capital Investment Corp,False,True,True,True,False
BKOR,Oak Ridge Financial Services Inc,False,True,True,True,False
BKTI,BK Technologies Corp,False,True,True,True,False
BKYI,BIO-key International Inc,False,True,True,True,False
BLNK,Blink Charging Co,False,True,True,True,False
BLU,BELLUS Health Inc,False,True,True,True,False
BLWYY,Bellway PLC,False,True,True,True,False
BMRK,Benchmark Energy Corp,False,True,False,True,False
BMS,Bemis Co Inc,False,True,True,False,False
BNGO,Bionano Genomics Inc,False,True,True,True,False
BNTGY,Brenntag AG,False,True,True,True,False
BNTX,BioNTech SE,False,True,True,True,False
BOLD,Audentes Therapeutics Inc,False,True,True,True,False
BOLT,BioLight Life Sciences Ltd,False,True,True,False,False
BOXC,Brookfield Canada Office Properties,False,True,True,False,False
BOXL,Boxlight Corp,False,True,True,True,False
BPRN,The Bank of Princeton,False,True,True,True,False
BPYPN,,False,True,False,True,False
BPYPO,,False,True,False,True,False
BPYPP,,False,True,False,True,False
BPYUP,,False,True,False,True,False
BRBS,Blue Ridge Bankshares Inc,False,True,True,True,False
BROGU,,False,True,False,False,False
BRP,BRP Group Inc,False,True,True,True,False
BRPA,Big Rock Partners Acquisition Corp,False,True,False,True,False
BRPAU,,False,True,True,True,False
BRQS,Borqs Technologies Inc,False,True,True,True,False
BRRZY,Total Brain Ltd,False,True,True,True,False
BRY,Berry Corp (bry),False,True,True,True,False
BSBK,Bogota Financial Corp,False,True,True,True,False
BSGM,BioSig Technologies Inc,False,True,True,True,False
BSHPY,Bahamas Petroleum Co PLC,False,True,False,False,False
BSPDY,PT Bumi Serpong Damai Tbk,False,True,False,True,False
BSVN,Bank7 Corp,False,True,True,True,False
BTAFF,British American Tobacco PLC,False,True,False,True,False
BTAI,BioXcel Therapeutics Inc,False,True,True,True,False
BVXV,BiondVax Pharmaceuticals Ltd,False,True,True,True,False
BWAY,Brainsway Ltd,False,True,True,True,False
BWB,Bridgewater Bancshares Inc,False,True,True,True,False
BWMX,Betterware de Mexico SAPI de CV,False,True,False,True,False
BXRX,Baudax Bio Inc,False,True,True,True,False
BYSI,BeyondSpring Inc,False,True,True,True,False
CABA,Cabaletta Bio Inc,False,True,True,True,False
CACB,Cascade Bancorp,False,True,True,True,False
CACQ,Caesars Acquisition Co,False,True,True,False,False
CALB,California Bancorp,False,True,True,True,False
CAN,Canaan Inc,False,True,True,True,False
CARE,Carter Bank & Trust,False,True,True,True,False
CASA,Casa Systems Inc,False,True,True,True,False
CATC,Cambridge Bancorp,False,True,True,True,False
CATS,Catasys Inc,False,True,True,True,False
CBAT,CBAK Energy Technology Inc,False,True,True,True,False
CBF,Capital Bank Financial Corp,False,True,True,False,False
CBLK,Carbon Black Inc,False,True,True,False,False
CBMB,CBM Bancorp Inc,False,True,True,True,False
CBPX,Continental Building Products Inc,False,True,True,False,False
CBS,,False,True,True,False,False
CBSHP,,False,True,False,True,False
CBTX,CBTX Inc,False,True,True,True,False
CCAP,Crescent Capital BDC Inc,False,True,True,True,False
CCB,Coastal Financial Corp,False,True,,True,False
CCCL,China Ceramics Co Ltd,False,True,True,True,False
CCNTF,Concentric AB,False,True,,True,False
CCRC,China Customer Relations Centers Inc,False,True,True,True,False
CCT,Corporate Capital Trust Inc,False,True,,False,False
CDLX,Cardlytics Inc,False,True,True,True,False
CDMO,Avid Bioservices Inc,False,True,True,True,False
CDMOP,,False,True,False,True,False
CDTX,Cidara Therapeutics Inc,False,True,True,True,False
CELC,Celcuity Inc,False,True,True,True,False
CELH,Celsius Holdings Inc,False,True,True,True,False
CETXP,,False,True,False,True,False
CFB,CrossFirst Bankshares Inc,False,True,True,True,False
CFBI,Community First Bancshares Inc,False,True,True,True,False
CFCB,Centrue Financial Corp,False,True,True,False,False
CFFA,CF Finance Acquisition Corp,False,True,False,True,False
CFFAU,,False,True,True,True,False
CGAAY,A2B Australia Ltd,False,True,False,True,False
CGBD,TCG BDC Inc,False,True,True,True,False
CHAM,Champion Investments Inc,False,True,False,True,False
CHKR,Chesapeake Granite Wash Trust,False,True,True,True,False
CHNG,Change Healthcare Inc,False,True,True,True,False
CHNGU,,False,True,False,True,False
CHPM,CHP Merger Corp,False,True,False,True,False
CHPMU,,False,True,True,True,False
CHPXY,China Pacific Insurance (Group) Co Ltd,False,True,False,True,False
CHRYY,Chorus Ltd,False,True,True,True,False
CHUBA,CommerceHub Inc,False,True,True,False,False
CHUBK,CommerceHub Inc,False,True,True,False,False
CIH,China Index Holdings Ltd,False,True,False,True,False
CIIC,CIIG Merger Corp,False,True,False,True,False
CIICU,,False,True,True,True,False
CIOIY,Carillion PLC,False,True,False,False,False
CIOXY,Cielo SA,False,True,True,True,False
CKPT,Checkpoint Therapeutics Inc,False,True,True,True,False
CLAR,Clarus Corp,False,True,True,True,False
CLBK,Columbia Financial Inc,False,True,True,True,False
CLC,Clarcor Inc,False,True,True,False,False
CLCD,CoLucid Pharmaceuticals Inc,False,True,True,False,False
CLDB,Cortland Bancorp,False,True,True,True,False
CLMS,Calamos Asset Management Inc,False,True,True,True,False
CLRB,Cellectar Biosciences Inc,False,True,True,True,False
CLSK,Cleanspark Inc,False,True,True,True,False
CLWT,Euro Tech Holdings Co Ltd,False,True,True,True,False
CLXT,Calyxt Inc,False,True,True,True,False
CMBM,Cambium Networks Corp,False,True,True,True,False
CMCL,Caledonia Mining Corp PLC,False,True,True,True,False
CMTA,Clementia Pharmaceuticals Inc,False,True,True,False,False
CNAF,Commercial National Financial Corp (PA),False,True,True,True,False
CNNB,Cincinnati Bancorp Inc,False,True,True,True,False
CNSP,CNS Pharmaceuticals Inc,False,True,True,True,False
CNST,Constellation Pharmaceuticals Inc,False,True,True,True,False
CNTG,Centogene NV,False,True,True,True,False
CNXAY,Carbon Energy Ltd,False,True,False,False,False
COCP,Cocrystal Pharma Inc,False,True,True,True,False
CODA,Coda Octopus Group Inc,False,True,True,True,False
CODX,Co-Diagnostics Inc,False,True,True,True,False
COFS,ChoiceOne Financial Services Inc,False,True,True,True,False
COOP,Mr. Cooper Group Inc,False,True,True,True,False
COVS,Covisint Corp,False,True,True,False,False
CPAAU,,False,True,True,True,False
CPRX,Catalyst Pharmaceuticals Inc,False,True,True,True,False
CPTA,Capitala Finance Corp,False,True,True,True,False
CREAF,Creative Technology Ltd,False,True,False,True,False
CREX,Creative Realities Inc,False,True,True,True,False
CRNC,Cerence Inc,False,True,True,True,False
CRNX,Crinetics Pharmaceuticals Inc,False,True,True,True,False
CROL,Carroll Bancorp Inc,False,True,True,True,False
CRSA,Crescent Acquisition Corp,False,True,False,True,False
CRSAU,,False,True,True,True,False
CRTX,Cortexyme Inc,False,True,True,True,False
CRVS,Corvus Pharmaceuticals Inc,False,True,True,True,False
CRYO,American Cryostem Corp,False,True,False,True,False
CSSE,Chicken Soup for the Soul Entertainment Inc,False,True,True,True,False
CSSEP,,False,True,True,True,False
CSTL,Castle Biosciences Inc,False,True,True,True,False
CTAC,ChaSerg Technology Acquisition Corp,False,True,False,True,False
CTACU,,False,True,True,False,False
CTRC,Centric Brands Inc,False,True,True,True,False
CTRM,Castor Maritime Inc,False,True,False,True,False
CTRP,,False,True,True,False,False
CTST,,False,True,True,False,False
CTXR,Citius Pharmaceuticals Inc,False,True,True,True,False
CUE,Cue Biopharma Inc,False,True,True,True,False
CUNB,CU Bancorp,False,True,True,False,False
CVET,Covetrus Inc,False,True,True,True,False
CVON,ConvergeOne Holdings Inc,False,True,True,False,False
CWBR,CohBar Inc,False,True,True,True,False
CYNO,Cynosure Inc,False,True,True,False,False
CYRN,CYREN Ltd,False,True,True,True,False
DASTY,Dassault Systemes SE,False,True,True,True,False
DATA,Tableau Software Inc,False,True,True,False,False
DCAR,DropCar Inc,False,True,True,True,False
DCOMP,,False,True,False,True,False
DCPH,Deciphera Pharmaceuticals Inc,False,True,True,True,False
DCUC,Dominion Energy Inc,False,True,False,False,False
DDC,Dominion Diamond Corp,False,True,True,False,False
DDMX,DD3 Acquisition Corp,False,True,True,False,False
DDMXU,,False,True,True,False,False
DEAC,Diamond Eagle Acquisition Corp,False,True,True,False,False
DEACU,,False,True,True,False,False
DEER,Deer Consumer Products Inc,False,True,True,True,False
DEG,Delhaize Group SA,False,True,,True,False
DELTY,Delta Galil Industries Ltd,False,True,True,True,False
DFBHU,,False,True,True,False,False
DFPHU,,False,True,True,True,False
DGEAF,Diageo PLC,False,True,True,True,False
DHC,Diversified Healthcare Trust,False,True,True,True,False
DIDAY,Distribuidora Internacional De Alimentacion SA,False,True,True,True,False
DLPN,Dolphin Entertainment Inc,False,True,True,True,False
DM,Dominion Energy Midstream Partners LP,False,True,True,False,False
DMAC,DiaMedica Therapeutics Inc,False,True,True,True,False
DMTK,DermTech Inc,False,True,True,True,False
DNLI,Denali Therapeutics Inc,False,True,True,True,False
DOGZ,Dogness (International) Corp,False,True,True,True,False
DOMO,Domo Inc,False,True,True,True,False
DOOO,BRP Inc,False,True,True,True,False
DOTA,Draper Oakwood Technology Acquisition Inc,False,True,True,False,False
DOVA,Dova Pharmaceuticals Inc,False,True,True,False,False
DOYU,DouYu International Holdings Ltd,False,True,True,True,False
DPHC,DiamondPeak Holdings Corp,False,True,False,True,False
DPHCU,,False,True,True,True,False
DPUKY,Domino's Pizza Group PLC,False,True,True,True,False
DRADP,,False,True,False,True,False
DRTT,Dirtt Environmental Solutions Ltd,False,True,True,True,False
DRXGY,Drax Group PLC,False,True,True,True,False
DSNKY,Daiichi Sankyo Co Ltd,False,True,True,True,False
DTIL,Precision BioSciences Inc,False,True,True,True,False
DTSS,Datasea Inc,False,True,True,True,False
DUNIY,Duni AB,False,True,False,True,False
DUO,Fangdd Network Group Ltd,False,True,True,True,False
DUOT,Duos Technologies Group Inc,False,True,True,True,False
DYAI,Dyadic International Inc,False,True,True,True,False
DYII,Dynacq Healthcare Inc,False,True,True,False,False
EAST,Eastside Distilling Inc,False,True,True,True,False
EAST,Eastern Security & Protection Services Inc,False,True,True,True,False
EBOSY,Ebos Group Ltd,False,True,False,True,False
ECC,,False,True,True,True,False
ECCA,,False,True,False,False,False
ECOR,electroCore Inc,False,True,True,True,False
EDNT,Edison Nation Inc,False,True,True,True,False
EDR,Education Realty Trust Inc,False,True,True,False,False
EDSA,Edesa Biotech Inc,False,True,True,True,False
EDTX,EdtechX Holdings Acquisition Corp,False,True,False,False,False
EDTXU,,False,True,True,False,False
EEQ,Enbridge Energy Management LLC,False,True,True,False,False
EFBI,Eagle Financial Bancorp Inc,False,True,False,True,False
EGC,Energy XXI Gulf Coast Inc,False,True,True,False,False
EH,EHang Holdings Ltd,False,True,True,True,False
EHIC,eHi Car Services Ltd,False,True,True,False,False
EIDX,Eidos Therapeutics Inc,False,True,True,True,False
EIGR,Eiger BioPharmaceuticals Inc,False,True,True,True,False
ELA,Envela Corp,False,True,True,True,False
ELEC,Electrum Special Acquisition Corp,False,True,False,False,False
ELECU,Electrum Special Acquisition Corp,False,True,True,False,False
ELEZY,Endesa SA,False,True,True,True,False
ELLI,Ellie Mae Inc,False,True,True,False,False
ELMD,Electromed Inc,False,True,True,True,False
ELOS,Syneron Medical Ltd,False,True,True,False,False
ELOX,Eloxx Pharmaceuticals Inc,False,True,True,True,False
EMMA,Emmaus Life Sciences Inc,False,True,True,True,False
EMPM,Empire Post Media Inc,False,True,False,True,False
ENJLY,Volt Power Group Ltd,False,True,False,False,False
ENLV,Enlivex Therapeutics Ltd,False,True,True,True,False
ENOB,Enochian BioSciences Inc,False,True,True,True,False
ENZY,Enzymotec Ltd,False,True,True,True,False
EOLS,Evolus Inc,False,True,True,True,False
EPSN,Epsilon Energy Ltd,False,True,True,True,False
EQ,Equillium Inc,False,True,True,True,False
EQX,Equinox Gold Corp,False,True,True,True,False
ERGTF,PanTerra Gold Ltd,False,True,False,True,False
ERI,Eldorado Resorts Inc,False,True,True,True,False
ESBK,Elmira Savings Bank Elmira NY,False,True,True,True,False
ESCC,Evans & Sutherland Computer Corp,False,True,True,True,False
ESGRO,,False,True,False,True,False
ESGRP,,False,True,False,True,False
ESL,Esterline Technologies Corp,False,True,True,False,False
ESPR,Esperion Therapeutics Inc,False,True,True,True,False
ESQ,Esquire Financial Holdings Inc,False,True,True,True,False
ESSC,East Stone Acquisition Corp,False,True,False,True,False
ESSCU,,False,True,True,True,False
ESTA,Establishment Labs Holdings Inc,False,True,True,True,False
ESTR,,False,True,False,False,False
ETNB,89bio Inc,False,True,True,True,False
ETON,Eton Pharmaceuticals Inc,False,True,True,True,False
ETTX,Entasis Therapeutics Holdings Inc,False,True,True,True,False
EVBG,Everbridge Inc,False,True,True,True,False
EVFM,Evofem Biosciences Inc,False,True,True,True,False
EVLO,Evelo Biosciences Inc,False,True,True,True,False
EVOK,Evoke Pharma Inc,False,True,True,True,False
EVOP,EVO Payments Inc,False,True,True,True,False
EVRC,Evercel Inc,False,True,False,True,False
EVSI,Envision Solar International Inc,False,True,True,True,False
EXA,Exa Corp,False,True,True,False,False
EXCU,Exelon Corp,False,True,False,False,False
EXPC,Experience Investment Corp,False,True,False,True,False
EXPCU,,False,True,False,True,False
EXPI,eXp World Holdings Inc,False,True,True,True,False
EYE,National Vision Holdings Inc,False,True,True,True,False
EYEN,Eyenovia Inc,False,True,True,True,False
EYPT,EyePoint Pharmaceuticals Inc,False,True,True,True,False
FABK,First Advantage Bancorp,False,True,True,False,False
FAT,FAT Brands Inc,False,True,True,True,False
FBCI,First Banking Center Inc,False,True,False,True,False
FBIOP,,False,True,False,True,False
FBOP,Media Central Corp Inc,False,True,False,True,False
FBR,Fibria Celulose SA,False,True,True,False,False
FBSI,First Bancshares Inc /MO/,False,True,True,True,False
FCBP,First Choice Bancorp,False,True,True,True,False
FCPB,First Capital Bancshares Inc,False,True,False,True,False
FCRE,Gadsden Properties Inc,False,True,True,False,False
FDBC,Fidelity D & D Bancorp Inc,False,True,True,True,False
FDC,First Data Corp,False,True,True,False,False
FDUS,Fidus Investment Corp,False,True,True,True,False
FENC,Fennec Pharmaceuticals Inc,False,True,True,True,False
FENX,Fenix Parts Inc,False,True,True,False,False
FFDF,FFD Financial Corp,False,True,True,True,False
FFNM,First Federal of Northern Michigan Bancorp Inc,False,True,True,False,False
FISK,Empire State Realty OP LP,False,True,False,True,False
FITBI,,False,True,False,True,False
FITBO,,False,True,False,True,False
FITBP,,False,True,False,True,False
